"","Hugo_Symbol","n_pts","n_tumor_samples"
"10026","SLC27A6",6,6
"10027","SLC28A1",1,1
"10028","SLC28A2",1,1
"10029","SLC28A3",2,3
"10030","SLC29A1",1,1
"10031","SLC29A2",3,3
"10032","SLC29A4",1,1
"10033","SLC2A1",1,1
"10034","SLC2A10",1,1
"10035","SLC2A11",2,2
"10036","SLC2A12",1,1
"10037","SLC2A13",3,3
"10038","SLC2A14",3,4
"10039","SLC2A2",2,2
"10040","SLC2A3",1,1
"10041","SLC2A4",1,1
"10042","SLC2A5",1,1
"10043","SLC2A6",1,1
"10044","SLC2A7",1,1
"10045","SLC2A9",2,2
"10046","SLC30A10",1,1
"10047","SLC30A3",1,2
"10048","SLC30A4",1,1
"10049","SLC30A6",1,1
"10050","SLC30A7",1,1
"10051","SLC30A8",2,2
"10052","SLC31A1",1,1
"10053","SLC32A1",2,2
"10054","SLC33A1",2,2
"10055","SLC34A1",2,2
"10056","SLC34A2",1,1
"10057","SLC34A3",2,2
"10058","SLC35A1",1,1
"10059","SLC35A2",2,2
"10060","SLC35A3",1,1
"10061","SLC35A5",1,1
"10062","SLC35B3",2,2
"10063","SLC35B4",2,2
"10064","SLC35C1",1,1
"10065","SLC35C2",2,2
"10066","SLC35D1",1,1
"10067","SLC35D2",1,1
"10068","SLC35E1",1,1
"10069","SLC35E4",1,1
"10070","SLC35F1",1,1
"10071","SLC35F2",1,1
"10072","SLC35F3",1,1
"10073","SLC35F4",2,2
"10074","SLC35F5",3,3
"10075","SLC35F6",1,1
"10076","SLC35G1",1,1
"10077","SLC35G2",2,2
"10078","SLC35G3",3,3
"10079","SLC36A1",2,2
"10080","SLC36A2",2,2
"10081","SLC36A3",1,1
"10082","SLC36A4",1,1
"10083","SLC37A1",1,1
"10084","SLC37A2",1,1
"10085","SLC37A3",2,2
"10086","SLC38A1",1,1
"10087","SLC38A10",3,4
"10088","SLC38A11",1,1
"10089","SLC38A3",2,2
"10090","SLC38A4",2,3
"10091","SLC38A5",2,2
"10092","SLC38A6",2,2
"10093","SLC38A7",1,1
"10094","SLC38A9",1,1
"10095","SLC39A1",1,1
"10096","SLC39A10",4,5
"10097","SLC39A12",3,3
"10098","SLC39A13",1,1
"10099","SLC39A14",1,1
"10100","SLC39A2",1,1
"10101","SLC39A3",1,1
"10102","SLC39A4",2,2
"10103","SLC39A7",1,1
"10104","SLC39A8",1,1
"10105","SLC39A9",2,2
"10106","SLC3A1",3,4
"10107","SLC41A1",2,2
"10108","SLC41A2",1,1
"10109","SLC41A3",1,1
"10110","SLC43A3",1,1
"10111","SLC44A1",2,2
"10112","SLC44A2",1,1
"10113","SLC44A3",2,2
"10114","SLC44A4",3,3
"10115","SLC44A5",3,3
"10116","SLC45A2",2,2
"10117","SLC45A3",1,1
"10118","SLC45A4",3,3
"10119","SLC46A1",1,1
"10120","SLC46A2",2,2
"10121","SLC46A3",2,2
"10122","SLC47A2",1,1
"10123","SLC48A1",1,1
"10124","SLC49A3",2,2
"10125","SLC49A4",1,1
"10126","SLC4A1",3,3
"10127","SLC4A10",2,2
"10128","SLC4A11",1,1
"10129","SLC4A1AP",1,1
"10130","SLC4A2",5,5
"10131","SLC4A3",1,1
"10132","SLC4A4",1,1
"10133","SLC4A5",1,1
"10134","SLC4A7",1,1
"10135","SLC4A9",1,1
"10136","SLC50A1",1,1
"10137","SLC51A",1,1
"10138","SLC51B",1,1
"10139","SLC52A1",1,1
"10140","SLC52A3",2,2
"10141","SLC5A1",4,4
"10142","SLC5A11",3,4
"10143","SLC5A12",2,2
"10144","SLC5A2",2,2
"10145","SLC5A3",1,1
"10146","SLC5A4",2,2
"10147","SLC5A6",1,2
"10148","SLC5A7",2,3
"10149","SLC5A8",3,3
"10150","SLC66A2",1,1
"10151","SLC6A1",3,3
"10152","SLC6A12",2,2
"10153","SLC6A13",1,1
"10154","SLC6A14",3,3
"10155","SLC6A15",5,5
"10156","SLC6A16",3,4
"10157","SLC6A17",2,2
"10158","SLC6A18",2,2
"10159","SLC6A19",2,2
"10160","SLC6A2",1,1
"10161","SLC6A20",1,2
"10162","SLC6A3",3,3
"10163","SLC6A4",3,4
"10164","SLC6A5",3,3
"10165","SLC6A6",1,1
"10166","SLC6A8",2,2
"10167","SLC6A9",1,1
"10168","SLC7A1",1,1
"10169","SLC7A10",2,2
"10170","SLC7A13",2,2
"10171","SLC7A14",2,2
"10172","SLC7A3",3,3
"10173","SLC7A4",1,1
"10174","SLC7A5",1,1
"10175","SLC7A6",1,1
"10176","SLC7A7",2,3
"10177","SLC7A8",2,2
"10178","SLC7A9",2,2
"10179","SLC8A1",1,1
"10180","SLC8A2",1,2
"10181","SLC8A3",1,1
"10182","SLC8B1",3,4
"10183","SLC9A1",1,1
"10184","SLC9A2",5,6
"10185","SLC9A3",4,5
"10186","SLC9A4",5,5
"10187","SLC9A6",3,3
"10188","SLC9A7",2,2
"10189","SLC9A8",1,2
"10190","SLC9A9",1,1
"10191","SLC9B1",2,2
"10192","SLC9B2",2,2
"10193","SLC9C1",4,4
"10194","SLC9C2",2,2
"10195","SLCO1A2",2,2
"10196","SLCO1B1",2,2
"10197","SLCO1B3",3,4
"10198","SLCO1B3-SLCO1B7",4,5
"10199","SLCO1C1",1,1
"10200","SLCO2A1",2,2
"10201","SLCO2B1",2,3
"10202","SLCO3A1",1,1
"10203","SLCO4A1",1,1
"10204","SLCO4C1",4,4
"10205","SLCO5A1",7,7
"10206","SLCO6A1",4,5
"10207","SLF2",2,2
"10208","SLFN11",2,2
"10209","SLFN12",1,1
"10210","SLFN13",4,4
"10211","SLFN5",2,2
"10212","SLFNL1",2,3
"10213","SLIT1",1,1
"10214","SLIT2",7,8
"10215","SLIT3",9,11
"10216","SLITRK2",6,6
"10217","SLITRK3",1,1
"10218","SLITRK4",4,4
"10219","SLITRK5",1,1
"10220","SLITRK6",1,2
"10221","SLK",3,3
"10222","SLMAP",1,1
"10223","SLN",1,1
"10224","SLPI",1,2
"10225","SLTM",4,4
"10226","SLU7",3,4
"10227","SLX4",3,3
"10228","SLX4IP",2,2
"10229","SMAD1",2,2
"10230","SMAD2",1,1
"10231","SMAD3",1,1
"10232","SMAD4",1,1
"10233","SMAD7",2,3
"10234","SMAD9",1,1
"10235","SMAGP",1,1
"10236","SMAP2",1,1
"10237","SMARCA1",4,7
"10238","SMARCA2",4,5
"10239","SMARCA4",2,2
"10240","SMARCA5",1,1
"10241","SMARCAD1",2,2
"10242","SMARCAL1",4,5
"10243","SMARCC1",1,1
"10244","SMARCC2",1,1
"10245","SMARCD1",2,2
"10246","SMARCD3",1,1
"10247","SMC1A",5,6
"10248","SMC1B",2,2
"10249","SMC2",2,2
"10250","SMC3",3,3
"10251","SMC4",1,1
"10252","SMC5",1,1
"10253","SMCHD1",4,4
"10254","SMCO4",1,1
"10255","SMCP",1,1
"10256","SMCR8",2,3
"10257","SMDT1",1,1
"10258","SMG1",3,4
"10259","SMG5",1,1
"10260","SMG6",2,2
"10261","SMG7",3,4
"10262","SMG8",2,2
"10263","SMG9",1,1
"10264","SMIM14",1,1
"10265","SMIM19",2,2
"10266","SMO",1,1
"10267","SMOC1",2,2
"10268","SMOC2",1,1
"10269","SMOX",3,3
"10270","SMPD3",2,2
"10271","SMPD4",1,1
"10272","SMPDL3B",1,1
"10273","SMR3A",1,1
"10274","SMR3B",1,1
"10275","SMS",1,1
"10276","SMTN",2,2
"10277","SMTNL1",1,1
"10278","SMTNL2",2,2
"10279","SMURF1",3,3
"10280","SMURF2",2,2
"10281","SMYD2",1,1
"10282","SMYD3",1,1
"10283","SMYD5",3,3
"10284","SNAI1",1,1
"10285","SNAI2",1,1
"10286","SNAI3",1,1
"10287","SNAP23",1,1
"10288","SNAP25",2,2
"10289","SNAP29",1,1
"10290","SNAP47",1,1
"10291","SNAP91",2,2
"10292","SNCAIP",1,1
"10293","SND1",1,1
"10294","SNIP1",1,1
"10295","SNN",1,1
"10296","SNORA26",1,1
"10297","SNORA71E",1,1
"10298","SNORD114-23",1,1
"10299","SNORD114-25",1,2
"10300","SNORD115-10",1,1
"10301","SNORD115-20",1,1
"10302","SNORD115-21",2,2
"10303","SNORD115-22",2,2
"10304","SNORD115-23",1,1
"10305","SNORD115-31",1,1
"10306","SNORD115-33",1,1
"10307","SNORD115-40",1,1
"10308","SNORD116-14",1,1
"10309","SNORD116-20",1,1
"10310","SNORD116-23",1,2
"10311","SNORD116-24",1,2
"10312","SNORD116-27",1,1
"10313","SNORD116-6",1,1
"10314","SNPH",1,1
"10315","SNRK",2,2
"10316","SNRNP200",4,5
"10317","SNRNP35",1,1
"10318","SNRNP40",1,1
"10319","SNRPB2",1,1
"10320","SNRPD1",1,1
"10321","SNRPN",1,1
"10322","SNTA1",2,2
"10323","SNTB1",1,1
"10324","SNTB2",1,1
"10325","SNTG1",2,2
"10326","SNX1",2,2
"10327","SNX11",3,3
"10328","SNX12",1,1
"10329","SNX13",3,3
"10330","SNX14",3,3
"10331","SNX16",1,1
"10332","SNX18",3,3
"10333","SNX19",2,2
"10334","SNX2",1,1
"10335","SNX25",3,3
"10336","SNX27",2,2
"10337","SNX29",1,1
"10338","SNX30",2,2
"10339","SNX31",1,1
"10340","SNX32",1,1
"10341","SNX33",1,1
"10342","SNX5",1,1
"10343","SNX6",1,1
"10344","SNX8",1,1
"10345","SNX9",1,1
"10346","SOAT1",2,3
"10347","SOAT2",1,2
"10348","SOBP",1,1
"10349","SOCS1",1,1
"10350","SOCS2",2,2
"10351","SOCS4",2,2
"10352","SOCS5",2,2
"10353","SOCS6",4,6
"10354","SOD2",1,1
"10355","SOGA1",1,1
"10356","SOGA3",2,2
"10357","SOHLH2",1,1
"10358","SON",3,3
"10359","SORBS1",7,8
"10360","SORBS2",1,1
"10361","SORBS3",1,1
"10362","SORCS1",3,3
"10363","SORCS2",2,3
"10364","SORCS3",1,1
"10365","SORL1",2,2
"10366","SORT1",1,1
"10367","SOS1",3,3
"10368","SOS2",3,3
"10369","SOST",1,1
"10370","SOSTDC1",1,1
"10371","SOWAHB",1,1
"10372","SOWAHC",1,1
"10373","SOWAHD",2,3
"10374","SOX14",1,1
"10375","SOX17",1,1
"10376","SOX3",4,4
"10377","SOX4",3,3
"10378","SOX5",1,1
"10379","SOX6",1,1
"10380","SOX7",1,1
"10381","SOX9",4,4
"10382","SP1",3,4
"10383","SP100",3,4
"10384","SP110",3,3
"10385","SP2",2,2
"10386","SP3",3,4
"10387","SP4",3,3
"10388","SP5",1,1
"10389","SP6",1,1
"10390","SP7",1,1
"10391","SP8",2,2
"10392","SPACA1",1,1
"10393","SPACA5B",1,1
"10394","SPACA7",1,1
"10395","SPACA9",1,1
"10396","SPAG1",1,1
"10397","SPAG16",1,1
"10398","SPAG17",8,9
"10399","SPAG4",1,1
"10400","SPAG5",3,4
"10401","SPAG6",1,1
"10402","SPAG7",1,1
"10403","SPAG8",2,2
"10404","SPAG9",1,1
"10405","SPAM1",2,2
"10406","SPANXB1",2,2
"10407","SPANXN2",2,2
"10408","SPANXN3",1,2
"10409","SPANXN5",1,1
"10410","SPARCL1",1,1
"10411","SPATA16",4,4
"10412","SPATA17",2,2
"10413","SPATA18",1,1
"10414","SPATA19",1,1
"10415","SPATA20",1,1
"10416","SPATA22",1,1
"10417","SPATA25",1,1
"10418","SPATA2L",1,1
"10419","SPATA31A1",7,9
"10420","SPATA31A3",1,1
"10421","SPATA31D1",5,5
"10422","SPATA31E1",2,2
"10423","SPATA32",2,2
"10424","SPATA4",1,1
"10425","SPATA46",1,1
"10426","SPATA5",2,2
"10427","SPATA5L1",2,2
"10428","SPATA6L",2,2
"10429","SPATA7",2,2
"10430","SPATA8",3,3
"10431","SPATA9",1,1
"10432","SPATC1",2,2
"10433","SPATS1",1,1
"10434","SPATS2",1,1
"10435","SPATS2L",1,1
"10436","SPC24",1,1
"10437","SPC25",1,1
"10438","SPCS3",1,1
"10439","SPDL1",1,2
"10440","SPDYC",2,2
"10441","SPDYE1",1,1
"10442","SPDYE3",2,2
"10443","SPECC1",2,2
"10444","SPECC1L",3,3
"10445","SPEF1",1,1
"10446","SPEF2",5,5
"10447","SPEG",4,5
"10448","SPEM2",1,1
"10449","SPEN",2,2
"10450","SPESP1",1,1
"10451","SPG11",3,3
"10452","SPG7",1,1
"10453","SPHK1",2,2
"10454","SPHK2",1,1
"10455","SPHKAP",2,2
"10456","SPI1",1,1
"10457","SPIB",1,1
"10458","SPIC",2,2
"10459","SPICE1",3,3
"10460","SPIDR",1,1
"10461","SPIN3",1,1
"10462","SPINK4",1,1
"10463","SPINK5",2,2
"10464","SPINK7",1,1
"10465","SPINT1",3,3
"10466","SPINT2",2,2
"10467","SPINT4",1,1
"10468","SPIRE1",2,2
"10469","SPN",1,1
"10470","SPNS1",1,1
"10471","SPNS2",1,1
"10472","SPNS3",3,3
"10473","SPO11",1,1
"10474","SPOCD1",5,6
"10475","SPOCK1",2,2
"10476","SPOCK2",1,1
"10477","SPOCK3",1,1
"10478","SPON1",2,2
"10479","SPON2",2,2
"10480","SPOPL",1,1
"10481","SPOUT1",1,1
"10482","SPP1",2,2
"10483","SPPL2B",2,2
"10484","SPPL2C",2,2
"10485","SPRED1",1,1
"10486","SPRED2",2,2
"10487","SPRR1A",1,2
"10488","SPRR2A",1,1
"10489","SPRR2B",1,1
"10490","SPRR2F",1,1
"10491","SPRR3",1,1
"10492","SPRTN",2,2
"10493","SPRY1",1,1
"10494","SPRY2",1,1
"10495","SPRY3",1,1
"10496","SPRYD3",1,1
"10497","SPSB1",1,1
"10498","SPSB4",1,1
"10499","SPTA1",14,18
"10500","SPTAN1",1,1
"10501","SPTB",5,6
"10502","SPTBN1",4,4
"10503","SPTBN2",4,4
"10504","SPTBN4",4,5
"10505","SPTBN5",3,3
"10506","SPTLC1",1,1
"10507","SPTLC2",1,1
"10508","SPTLC3",2,2
"10509","SPTSSB",1,2
"10510","SPTY2D1",2,3
"10511","SPX",1,1
"10512","SPZ1",1,1
"10513","SQLE",1,1
"10514","SQOR",1,1
"10515","SQSTM1",2,2
"10516","SRA1",1,1
"10517","SRBD1",2,2
"10518","SRC",3,3
"10519","SRCAP",5,6
"10520","SRCIN1",2,2
"10521","SRD5A1",1,1
"10522","SRD5A2",1,1
"10523","SRD5A3",2,2
"10524","SREBF1",2,2
"10525","SREBF2",2,2
"10526","SREK1",1,1
"10527","SREK1IP1",1,1
"10528","SRFBP1",1,1
"10529","SRGAP1",5,7
"10530","SRGAP3",3,4
"10531","SRGN",1,1
"10532","SRL",2,2
"10533","SRMS",3,3
"10534","SRP54",4,4
"10535","SRPK1",2,3
"10536","SRPK2",2,3
"10537","SRPK3",4,4
"10538","SRPRA",1,1
"10539","SRPX",1,1
"10540","SRPX2",2,2
"10541","SRRM1",1,1
"10542","SRRM2",4,5
"10543","SRRM4",1,1
"10544","SRRT",2,2
"10545","SRSF1",1,1
"10546","SRSF10",1,1
"10547","SRSF11",3,3
"10548","SRSF12",2,2
"10549","SRSF3",1,1
"10550","SRSF5",1,1
"10551","SRSF6",1,1
"10552","SRSF7",1,1
"10553","SS18",1,2
"10554","SS18L1",2,2
"10555","SSBP3",1,1
"10556","SSC4D",1,1
"10557","SSH1",2,3
"10558","SSH2",3,4
"10559","SSH3",1,1
"10560","SSMEM1",1,1
"10561","SSNA1",1,1
"10562","SSPOP",3,3
"10563","SSR1",2,2
"10564","SSR2",2,2
"10565","SSR3",1,2
"10566","SSR4",1,1
"10567","SSRP1",1,1
"10568","SSTR1",2,2
"10569","SSTR2",4,4
"10570","SSTR3",1,1
"10571","SSTR4",1,1
"10572","SSTR5",2,2
"10573","SSU72",1,1
"10574","SSU72P8",1,2
"10575","SSUH2",1,1
"10576","SSX1",1,2
"10577","SSX2IP",1,1
"10578","SSX3",1,1
"10579","SSX4",1,1
"10580","SSX5",4,4
"10581","SSX6P",2,2
"10582","SSX7",1,1
"10583","SSX9P",1,1
"10584","ST13",1,1
"10585","ST14",2,2
"10586","ST18",5,5
"10587","ST3GAL1",2,2
"10588","ST3GAL2",1,1
"10589","ST3GAL3",2,2
"10590","ST3GAL6",2,2
"10591","ST6GAL1",3,4
"10592","ST6GAL2",5,5
"10593","ST6GALNAC1",2,3
"10594","ST6GALNAC3",3,4
"10595","ST6GALNAC5",1,1
"10596","ST6GALNAC6",2,2
"10597","ST8SIA2",2,2
"10598","ST8SIA3",3,4
"10599","ST8SIA5",2,2
"10600","ST8SIA6",2,2
"10601","STAB1",3,4
"10602","STAB2",2,2
"10603","STAC",2,3
"10604","STAC3",1,2
"10605","STAG1",1,1
"10606","STAG2",10,12
"10607","STAG3",2,3
"10608","STAM",1,1
"10609","STAM2",1,1
"10610","STAMBPL1",1,2
"10611","STAP1",2,2
"10612","STAR",2,2
"10613","STARD13",5,5
"10614","STARD3NL",1,1
"10615","STARD4",1,1
"10616","STARD5",1,1
"10617","STARD7",1,1
"10618","STARD8",3,3
"10619","STAT1",1,1
"10620","STAT2",3,3
"10621","STAT3",2,2
"10622","STAT4",3,3
"10623","STAT5A",1,1
"10624","STAT5B",4,4
"10625","STAT6",1,1
"10626","STAU1",1,1
"10627","STAU2",2,2
"10628","STBD1",1,1
"10629","STC1",1,2
"10630","STEAP1",1,1
"10631","STEAP2",1,1
"10632","STEAP3",2,2
"10633","STEAP4",1,1
"10634","STIL",2,2
"10635","STIM1",2,2
"10636","STIM2",1,1
"10637","STING1",1,1
"10638","STK10",2,2
"10639","STK11IP",1,1
"10640","STK16",1,1
"10641","STK17A",2,2
"10642","STK17B",1,1
"10643","STK19",1,1
"10644","STK24",1,1
"10645","STK25",1,1
"10646","STK26",3,3
"10647","STK3",1,1
"10648","STK31",4,5
"10649","STK33",1,1
"10650","STK35",3,4
"10651","STK36",3,3
"10652","STK38L",1,1
"10653","STK39",2,2
"10654","STK4",1,1
"10655","STK40",2,2
"10656","STKLD1",2,2
"10657","STMN1",1,1
"10658","STMN3",1,1
"10659","STMN4",2,2
"10660","STOML1",1,1
"10661","STOML2",1,1
"10662","STOML3",1,1
"10663","STON1",2,2
"10664","STON1-GTF2A1L",2,3
"10665","STON2",3,3
"10666","STOX1",3,3
"10667","STPG1",3,3
"10668","STPG2",1,1
"10669","STRA6",1,1
"10670","STRA8",1,1
"10671","STRADA",1,1
"10672","STRBP",2,2
"10673","STRC",3,4
"10674","STRIP1",2,2
"10675","STRIP2",2,2
"10676","STRN",1,1
"10677","STRN3",2,2
"10678","STRN4",2,2
"10679","STS",1,1
"10680","STT3A",1,1
"10681","STUB1",1,1
"10682","STX18",1,1
"10683","STX1B",2,2
"10684","STX2",1,1
"10685","STX3",1,1
"10686","STX4",2,2
"10687","STX5",1,1
"10688","STX8",1,1
"10689","STXBP2",1,1
"10690","STXBP3",1,1
"10691","STXBP5",2,4
"10692","STXBP5L",6,7
"10693","STXBP6",1,1
"10694","STYK1",3,4
"10695","STYX",1,1
"10696","STYXL1",1,1
"10697","STYXL2",4,4
"10698","SUCLA2",3,3
"10699","SUCNR1",2,2
"10700","SUCO",2,2
"10701","SUDS3",1,1
"10702","SUFU",3,3
"10703","SUGCT",3,3
"10704","SUGP1",2,2
"10705","SUGP2",1,1
"10706","SULF1",3,3
"10707","SULF2",4,5
"10708","SULT1A1",1,1
"10709","SULT1A2",1,1
"10710","SULT1B1",2,4
"10711","SULT1C2",3,4
"10712","SULT1C3",1,1
"10713","SULT1C4",2,2
"10714","SULT1E1",1,1
"10715","SULT2A1",1,1
"10716","SULT2B1",2,2
"10717","SULT6B1",2,2
"10718","SUN1",2,2
"10719","SUN2",1,1
"10720","SUN3",1,1
"10721","SUN5",1,1
"10722","SUOX",1,1
"10723","SUPT16H",1,1
"10724","SUPT20H",1,1
"10725","SUPT20HL1",3,3
"10726","SUPT20HL2",1,1
"10727","SUPT3H",1,1
"10728","SUPT4H1",1,1
"10729","SUPT5H",1,1
"10730","SUPT6H",3,3
"10731","SUPT7L",1,1
"10732","SUPV3L1",2,2
"10733","SURF1",1,1
"10734","SURF4",2,2
"10735","SUSD1",2,2
"10736","SUSD2",2,2
"10737","SUSD3",1,1
"10738","SUSD4",1,1
"10739","SUSD5",4,4
"10740","SUV39H1",1,1
"10741","SUV39H2",2,3
"10742","SUZ12",1,1
"10743","SV2A",2,2
"10744","SV2B",1,1
"10745","SV2C",3,3
"10746","SVEP1",5,5
"10747","SVIL",3,4
"10748","SVOP",1,2
"10749","SVOPL",3,3
"10750","SWAP70",1,1
"10751","SWI5",1,1
"10752","SWT1",1,1
"10753","SYAP1",1,1
"10754","SYBU",3,3
"10755","SYCP1",5,6
"10756","SYCP2",5,6
"10757","SYCP2L",2,2
"10758","SYCP3",1,1
"10759","SYDE1",1,1
"10760","SYDE2",2,2
"10761","SYK",2,2
"10762","SYMPK",4,4
"10763","SYN1",2,2
"10764","SYN2",1,1
"10765","SYN3",2,2
"10766","SYNCRIP",1,1
"10767","SYNDIG1",1,1
"10768","SYNDIG1L",1,1
"10769","SYNE1",10,12
"10770","SYNE2",3,4
"10771","SYNE3",1,1
"10772","SYNGAP1",2,2
"10773","SYNGR3",1,1
"10774","SYNGR4",2,2
"10775","SYNJ1",2,2
"10776","SYNJ2",4,4
"10777","SYNM",1,1
"10778","SYNPO2",3,4
"10779","SYNPO2L",1,1
"10780","SYNRG",4,5
"10781","SYP",2,2
"10782","SYPL2",2,2
"10783","SYS1",1,1
"10784","SYT10",2,2
"10785","SYT11",2,2
"10786","SYT12",1,1
"10787","SYT13",1,1
"10788","SYT15",1,1
"10789","SYT16",4,6
"10790","SYT17",1,1
"10791","SYT2",2,2
"10792","SYT3",1,1
"10793","SYT4",2,2
"10794","SYT5",1,1
"10795","SYT6",2,3
"10796","SYT7",1,1
"10797","SYT8",1,1
"10798","SYT9",1,1
"10799","SYTL1",1,1
"10800","SYTL2",2,2
"10801","SYTL3",2,2
"10802","SYTL5",3,3
"10803","SYVN1",2,2
"10804","SZT2",5,7
"10805","TAAR1",1,1
"10806","TAAR2",1,1
"10807","TAAR5",1,1
"10808","TAAR6",1,1
"10809","TAB1",1,1
"10810","TAB2",3,3
"10811","TAB3",2,2
"10812","TAC3",1,1
"10813","TAC4",2,2
"10814","TACC1",2,2
"10815","TACC2",3,3
"10816","TACO1",2,2
"10817","TACR1",1,1
"10818","TACR3",2,2
"10819","TACSTD2",3,3
"10820","TADA2A",3,3
"10821","TADA2B",2,2
"10822","TADA3",1,1
"10823","TAF1",7,9
"10824","TAF11",1,1
"10825","TAF12",1,1
"10826","TAF13",1,1
"10827","TAF15",2,2
"10828","TAF1A",2,2
"10829","TAF1B",2,2
"10830","TAF1L",4,4
"10831","TAF2",2,2
"10832","TAF4",3,3
"10833","TAF4B",2,2
"10834","TAF5",1,1
"10835","TAF5L",1,1
"10836","TAF6L",3,3
"10837","TAF7",1,1
"10838","TAF7L",3,4
"10839","TAF8",1,1
"10840","TAF9B",1,1
"10841","TAFA1",1,1
"10842","TAFA2",1,1
"10843","TAFA4",1,1
"10844","TAFA5",1,1
"10845","TAGAP",1,1
"10846","TAGLN",1,1
"10847","TAGLN2",1,1
"10848","TAGLN3",1,1
"10849","TAMALIN",1,1
"10850","TANC1",3,3
"10851","TANC2",2,2
"10852","TANGO2",1,1
"10853","TANGO6",1,1
"10854","TAOK1",4,4
"10855","TAOK2",3,3
"10856","TAOK3",2,2
"10857","TAP1",2,3
"10858","TAP2",2,2
"10859","TAPBP",1,1
"10860","TAPBPL",2,2
"10861","TAPT1",2,2
"10862","TARBP1",1,1
"10863","TARBP2",2,2
"10864","TARDBP",1,1
"10865","TARS1",3,3
"10866","TARS2",1,1
"10867","TARS3",2,2
"10868","TAS1R1",1,1
"10869","TAS1R2",2,2
"10870","TAS1R3",1,1
"10871","TAS2R1",2,2
"10872","TAS2R10",2,2
"10873","TAS2R13",2,2
"10874","TAS2R14",2,2
"10875","TAS2R16",2,2
"10876","TAS2R19",1,1
"10877","TAS2R20",1,1
"10878","TAS2R3",1,1
"10879","TAS2R30",1,1
"10880","TAS2R31",1,1
"10881","TAS2R38",2,2
"10882","TAS2R39",1,1
"10883","TAS2R41",2,3
"10884","TAS2R42",1,1
"10885","TAS2R5",1,1
"10886","TAS2R50",1,1
"10887","TAS2R60",2,2
"10888","TAS2R8",1,1
"10889","TAS2R9",2,2
"10890","TASOR",2,2
"10891","TASOR2",3,3
"10892","TAT",2,3
"10893","TATDN2",1,1
"10894","TAX1BP1",2,2
"10895","TAX1BP3",1,1
"10896","TBATA",1,1
"10897","TBC1D1",3,3
"10898","TBC1D10B",1,1
"10899","TBC1D10C",1,1
"10900","TBC1D12",2,3
"10901","TBC1D13",1,1
"10902","TBC1D14",1,1
"10903","TBC1D15",2,2
"10904","TBC1D17",1,1
"10905","TBC1D19",2,2
"10906","TBC1D2",3,5
"10907","TBC1D20",2,2
"10908","TBC1D23",1,1
"10909","TBC1D24",2,2
"10910","TBC1D25",2,3
"10911","TBC1D28",1,1
"10912","TBC1D29P",1,1
"10913","TBC1D2B",3,3
"10914","TBC1D31",3,3
"10915","TBC1D32",5,5
"10916","TBC1D3B",1,1
"10917","TBC1D3F",1,1
"10918","TBC1D4",3,3
"10919","TBC1D5",1,1
"10920","TBC1D7",1,1
"10921","TBC1D8",4,4
"10922","TBC1D8B",4,4
"10923","TBC1D9",4,4
"10924","TBC1D9B",4,4
"10925","TBCCD1",1,1
"10926","TBCD",1,1
"10927","TBCK",1,1
"10928","TBK1",1,1
"10929","TBL1X",2,3
"10930","TBL1XR1",1,1
"10931","TBL2",1,1
"10932","TBL3",2,2
"10933","TBP",1,1
"10934","TBPL2",2,2
"10935","TBR1",3,3
"10936","TBRG1",1,1
"10937","TBRG4",2,2
"10938","TBX1",1,1
"10939","TBX15",1,1
"10940","TBX18",3,3
"10941","TBX19",2,2
"10942","TBX2",1,1
"10943","TBX20",2,2
"10944","TBX21",1,1
"10945","TBX22",3,4
"10946","TBX3",2,2
"10947","TBX4",3,3
"10948","TBX5",2,2
"10949","TBX6",2,3
"10950","TBXA2R",3,3
"10951","TBXAS1",1,2
"10952","TBXT",4,4
"10953","TC2N",1,1
"10954","TCAF1",2,3
"10955","TCAIM",2,2
"10956","TCAP",1,1
"10957","TCEA1",2,2
"10958","TCEA3",1,1
"10959","TCEAL1",1,1
"10960","TCEAL3",3,3
"10961","TCEAL4",1,1
"10962","TCEAL5",2,3
"10963","TCEAL6",1,1
"10964","TCEANC",1,1
"10965","TCEANC2",1,1
"10966","TCERG1",1,1
"10967","TCERG1L",1,1
"10968","TCF12",2,2
"10969","TCF19",1,1
"10970","TCF20",2,2
"10971","TCF23",1,1
"10972","TCF25",2,2
"10973","TCF4",2,3
"10974","TCF7",1,1
"10975","TCF7L1",2,2
"10976","TCF7L2",2,2
"10977","TCHH",6,6
"10978","TCHHL1",5,6
"10979","TCHP",1,1
"10980","TCIRG1",1,1
"10981","TCL1B",1,2
"10982","TCN1",3,4
"10983","TCN2",1,1
"10984","TCOF1",1,1
"10985","TCP1",1,1
"10986","TCP11",1,1
"10987","TCP11L1",1,1
"10988","TCP11L2",1,1
"10989","TCTE1",1,1
"10990","TCTE3",1,1
"10991","TCTEX1D4",1,1
"10992","TCTN2",2,2
"10993","TDG",1,1
"10994","TDGF1",2,2
"10995","TDO2",2,3
"10996","TDP2",2,3
"10997","TDRD1",1,1
"10998","TDRD10",1,1
"10999","TDRD3",2,3
"11000","TDRD5",2,2
"11001","TDRD6",4,4
"11002","TDRD7",3,3
"11003","TDRD9",3,3
"11004","TDRP",2,2
"11005","TEAD1",2,3
"11006","TEAD2",3,3
"11007","TEAD3",1,1
"11008","TEAD4",1,1
"11009","TEC",2,2
"11010","TECPR1",2,2
"11011","TECPR2",1,1
"11012","TECR",1,1
"11013","TECTA",5,7
